Date,Open,High,Low,Close,Adj Close,Volume
2018-05-21,210.449997,212.800003,204.250000,208.050003,185.164642,1715130
2018-05-22,208.500000,210.300003,206.350006,208.000000,185.120148,1483612
2018-05-23,207.550003,209.100006,206.500000,207.500000,184.675140,1418518
2018-05-24,209.000000,214.250000,204.250000,212.800003,189.392151,2792312
2018-05-25,213.500000,214.500000,209.550003,211.600006,188.324127,1499518
2018-05-28,211.899994,214.449997,211.550003,212.100006,188.769165,1181241
2018-05-29,212.399994,214.000000,207.850006,208.300003,185.387146,1459474
2018-05-30,207.550003,210.399994,205.699997,206.199997,183.518143,1963564
2018-05-31,207.199997,209.000000,204.600006,205.399994,182.806137,6571778
2018-06-01,205.449997,209.250000,202.699997,203.550003,181.159668,2911603
2018-06-04,204.500000,205.449997,200.350006,201.449997,179.290649,6313873
2018-06-05,201.000000,203.250000,199.100006,202.050003,179.824631,2631652
2018-06-06,201.500000,206.800003,200.449997,204.149994,181.693634,2884900
2018-06-07,205.000000,207.300003,204.750000,206.000000,183.340149,4036226
2018-06-08,205.300003,207.600006,204.750000,206.000000,183.340149,2601050
2018-06-11,206.949997,210.600006,205.149994,206.050003,183.384644,4756149
2018-06-12,205.899994,207.500000,204.949997,206.899994,184.141144,2857333
2018-06-13,207.000000,211.600006,206.199997,210.000000,186.900146,4884946
2018-06-14,210.699997,210.699997,204.800003,206.050003,183.384644,4024884
2018-06-15,204.500000,207.649994,202.000000,204.949997,182.405640,6832521
2018-06-18,204.500000,205.899994,202.500000,202.899994,180.581131,803881
2018-06-19,202.250000,203.250000,198.850006,200.250000,178.222656,1605387
2018-06-20,200.949997,201.800003,196.550003,197.750000,175.997650,1716864
2018-06-21,198.000000,198.250000,195.550003,197.000000,175.330139,2532830
2018-06-22,197.100006,206.000000,195.649994,204.949997,182.405640,3167408
2018-06-25,205.000000,209.000000,204.800003,206.800003,184.052139,3363586
2018-06-26,207.000000,215.149994,206.649994,211.949997,188.635651,7976623
2018-06-27,213.399994,213.399994,204.050003,205.300003,182.717148,3049747
2018-06-28,205.550003,208.250000,200.100006,200.899994,178.801132,3785931
2018-06-29,201.899994,208.000000,201.699997,207.449997,184.630646,3749070
2018-07-02,207.800003,207.949997,198.250000,199.899994,177.911133,3041228
2018-07-03,200.350006,202.300003,197.850006,200.899994,178.801132,4134828
2018-07-04,201.399994,204.300003,199.699997,201.000000,178.890152,2262034
2018-07-05,201.800003,208.850006,201.500000,207.449997,184.630646,4657759
2018-07-06,207.750000,212.300003,206.699997,207.550003,184.719666,3029745
2018-07-09,209.050003,210.000000,205.399994,206.149994,183.473633,2007632
2018-07-10,208.899994,208.899994,203.550003,204.350006,181.871643,3550279
2018-07-11,204.600006,205.100006,201.199997,202.550003,180.269653,2524353
2018-07-12,203.000000,206.199997,201.250000,201.699997,179.513138,4308979
2018-07-13,202.899994,203.500000,196.300003,196.899994,175.241119,2220084
2018-07-16,196.550003,197.949997,189.550003,190.550003,169.589630,1994603
2018-07-17,191.000000,195.899994,189.000000,195.600006,174.084152,1248112
