Date,Open,High,Low,Close,Adj Close,Volume
2018-05-21,282.299988,284.000000,278.500000,282.350006,231.037689,8579200
2018-05-22,282.000000,283.100006,278.049988,278.750000,228.091934,4730984
2018-05-23,279.000000,279.399994,272.950012,273.450012,223.755127,7891899
2018-05-24,274.000000,276.799988,271.750000,274.850006,224.900665,6282351
2018-05-25,272.399994,275.000000,268.750000,272.299988,227.068817,9244273
2018-05-28,274.000000,277.500000,272.399994,275.299988,229.570480,6997081
2018-05-29,274.799988,277.750000,272.450012,274.049988,228.528107,8830998
2018-05-30,272.500000,273.700012,270.649994,271.899994,226.735291,8005601
2018-05-31,272.200012,272.700012,269.600006,271.649994,226.526764,13212672
2018-06-01,271.149994,271.700012,269.100006,269.950012,225.109177,6607768
2018-06-04,270.250000,271.950012,267.500000,268.899994,224.233597,7984112
2018-06-05,269.000000,269.850006,266.850006,267.500000,223.066116,5788321
2018-06-06,268.000000,271.149994,267.799988,270.399994,225.484436,7296797
2018-06-07,270.500000,272.299988,270.100006,271.049988,226.026428,6797792
2018-06-08,271.100006,271.500000,267.000000,267.899994,223.399689,6769606
2018-06-11,268.500000,271.899994,268.149994,269.250000,224.525436,8572974
2018-06-12,269.299988,274.600006,269.250000,270.250000,225.359314,8449515
2018-06-13,271.500000,271.799988,267.200012,267.850006,223.358017,7817856
2018-06-14,266.500000,268.899994,266.000000,267.250000,222.857651,9169601
2018-06-15,267.500000,267.750000,263.600006,264.500000,220.564453,10814596
2018-06-18,264.450012,265.500000,263.500000,264.549988,220.606125,6281093
2018-06-19,264.899994,267.149994,262.649994,266.049988,221.856949,7336092
2018-06-20,266.450012,267.000000,263.049988,263.750000,219.939011,9540207
2018-06-21,264.399994,264.799988,260.399994,260.850006,217.520737,7137481
2018-06-22,260.549988,266.799988,260.000000,265.149994,221.106461,16820667
2018-06-25,265.149994,265.399994,259.750000,262.600006,218.980057,13617718
2018-06-26,262.450012,266.149994,262.149994,264.799988,220.814606,10087090
2018-06-27,264.899994,265.000000,261.500000,262.750000,219.105118,10036967
2018-06-28,262.000000,264.000000,259.000000,260.500000,217.228867,14637010
2018-06-29,261.799988,267.549988,260.299988,266.200012,221.982071,10907020
2018-07-02,267.000000,267.100006,260.049988,263.049988,219.355286,18097981
2018-07-03,263.500000,266.750000,261.149994,265.450012,221.356644,10385004
2018-07-04,266.299988,266.299988,262.200012,264.399994,220.481049,7881279
2018-07-05,264.600006,273.799988,263.500000,272.500000,227.235596,15473199
2018-07-06,272.750000,274.750000,270.149994,272.649994,227.360657,12936762
2018-07-09,275.000000,276.000000,272.200012,274.399994,228.819946,9782072
2018-07-10,275.500000,277.500000,273.100006,277.049988,231.029770,11486223
2018-07-11,276.850006,280.299988,273.750000,275.750000,229.945724,11362662
2018-07-12,275.750000,278.149994,273.299988,277.200012,231.154892,9902834
2018-07-13,278.000000,278.299988,269.200012,270.399994,225.484436,18590126
2018-07-16,270.299988,273.299988,269.700012,271.600006,226.485092,10281018
2018-07-17,271.049988,273.000000,269.299988,269.850006,225.025787,10033333
2018-07-18,271.100006,271.299988,267.600006,268.549988,223.941696,7050253
2018-07-19,268.899994,274.600006,266.250000,273.299988,227.902725,8956760
2018-07-20,273.250000,274.799988,270.649994,274.000000,228.486435,6572535
