Date,Open,High,Low,Close,Adj Close,Volume
2018-11-30,415.149994,418.399994,406.549988,409.100006,395.021851,4471587
2018-12-03,412.799988,417.799988,407.649994,412.950012,398.739410,1489299
2018-12-04,413.200012,416.000000,405.000000,409.000000,394.925293,2328913
2018-12-05,408.399994,412.700012,401.799988,409.549988,395.456360,2710255
2018-12-06,407.850006,407.850006,395.000000,400.600006,386.814301,2984610
2018-12-07,403.500000,414.200012,401.600006,411.450012,397.290985,2219884
2018-12-10,407.799988,410.799988,402.200012,405.600006,391.642334,1450549
2018-12-11,396.250000,416.299988,396.000000,412.450012,398.256561,2266498
2018-12-12,414.149994,432.950012,413.700012,430.549988,415.733673,4236256
2018-12-13,434.000000,441.000000,430.250000,434.700012,419.740875,3906222
2018-12-14,426.000000,446.299988,426.000000,444.049988,428.769135,3600390
2018-12-17,444.049988,448.750000,438.799988,442.399994,427.175873,3996750
2018-12-18,440.799988,444.950012,438.000000,442.899994,427.658691,2109797
2018-12-19,445.950012,458.799988,445.299988,456.799988,441.080322,4720385
2018-12-20,452.750000,454.000000,440.100006,444.049988,428.769135,2723047
2018-12-21,445.000000,448.500000,434.200012,437.750000,422.685944,2130122
2018-12-24,439.000000,441.950012,424.250000,425.850006,411.195465,3263009
2018-12-26,424.899994,429.799988,414.200012,422.600006,408.057281,7349664
2018-12-27,428.000000,432.000000,422.350006,429.950012,415.154358,3386941
2018-12-28,431.850006,437.250000,428.500000,433.250000,418.340759,1925920
2018-12-31,433.649994,439.899994,428.950012,430.649994,415.830231,2076007
2019-01-01,431.750000,433.950012,421.100006,421.850006,407.333099,1617567
2019-01-02,421.950012,425.350006,411.000000,416.399994,402.070648,2550167
2019-01-03,416.399994,426.000000,413.500000,422.000000,407.477936,3271824
2019-01-04,423.000000,425.450012,416.899994,419.250000,404.822540,1831799
2019-01-07,421.549988,425.750000,418.399994,420.450012,405.981293,1394010
2019-01-08,422.350006,422.500000,414.000000,416.399994,402.070648,1412597
2019-01-09,419.750000,426.799988,417.000000,421.500000,406.995087,2975792
2019-01-10,422.500000,423.899994,418.549988,421.149994,406.657166,1089796
2019-01-11,422.450012,422.750000,418.649994,421.649994,407.139923,929656
2019-01-14,422.350006,435.299988,420.799988,433.500000,418.582153,3145076
2019-01-15,434.899994,438.000000,424.000000,426.100006,411.436829,4594571
2019-01-16,425.149994,427.399994,419.350006,423.850006,409.264252,1621386
2019-01-17,425.850006,426.750000,417.649994,420.299988,405.836456,2118185
2019-01-18,422.950012,427.000000,418.549988,424.100006,409.505646,2301927
2019-01-21,425.100006,433.750000,424.149994,428.149994,413.416321,2235926
2019-01-22,428.200012,434.350006,423.200012,433.350006,418.437286,1553097
2019-01-23,433.350006,436.049988,428.649994,430.649994,415.830231,1537391
2019-01-24,429.399994,433.799988,427.399994,430.399994,415.588806,1179389
2019-01-25,432.149994,438.450012,428.200012,430.000000,415.202637,1819072
2019-01-28,430.750000,432.000000,422.500000,427.399994,412.692108,1613234
2019-01-29,425.000000,426.149994,417.600006,423.149994,408.588348,1910592
2019-01-30,425.549988,432.450012,424.350006,431.149994,416.312988,1919495
2019-01-31,434.450012,448.200012,427.200012,443.649994,428.382904,10969400
2019-02-01,450.000000,456.000000,441.350006,451.850006,436.300720,6034606
2019-02-04,452.000000,458.000000,443.600006,447.450012,432.052124,2210541
2019-02-05,447.899994,453.000000,444.200012,449.049988,433.597046,1499771
2019-02-06,451.000000,455.000000,447.100006,453.700012,438.087036,1491252
2019-02-07,453.500000,462.000000,453.000000,459.799988,443.977081,2064428
2019-02-08,459.899994,464.200012,449.549988,451.950012,436.397278,1970613
2019-02-11,451.000000,452.500000,441.799988,448.950012,433.500519,1208431
2019-02-12,450.899994,452.899994,444.000000,446.250000,430.893433,1103428
2019-02-14,438.500000,444.399994,437.000000,440.200012,425.051636,1107732
2019-02-15,440.000000,443.450012,430.100006,434.299988,419.354645,1882950
2019-02-18,431.350006,434.500000,417.500000,422.350006,407.815887,3075577
2019-02-19,420.000000,427.399994,417.700012,420.799988,406.319153,1806783
2019-02-20,422.250000,426.000000,421.299988,424.700012,410.085022,912999
2019-02-21,426.000000,428.750000,423.100006,426.549988,411.871368,892660
2019-02-22,426.149994,436.200012,425.399994,435.399994,420.416809,1427270
2019-02-25,438.500000,439.850006,429.750000,431.899994,417.037262,1630382
2019-02-26,426.750000,433.549988,424.000000,428.850006,414.092194,1333714
2019-02-27,431.000000,441.000000,429.500000,434.600006,419.644318,3023613
2019-02-28,437.950012,440.000000,433.000000,438.049988,422.975586,2950017
2019-03-01,439.700012,446.049988,439.700012,445.299988,429.976074,2704142
2019-03-05,445.500000,445.850006,440.049988,442.799988,427.562103,3043292
2019-03-06,443.049988,445.000000,435.250000,436.750000,421.720398,1699096
2019-03-07,438.750000,441.799988,432.100006,433.100006,418.195923,1361590
2019-03-08,431.500000,435.549988,430.799988,432.200012,417.326935,832863
2019-03-11,434.299988,444.000000,432.700012,442.299988,427.079315,1940292
2019-03-12,448.000000,454.700012,444.700012,447.299988,431.907257,2683161
2019-03-13,447.299988,448.000000,439.149994,440.299988,425.148163,1630557
2019-03-14,440.000000,440.799988,435.149994,438.899994,423.796387,1205591
2019-03-15,438.000000,439.149994,423.500000,425.450012,410.809204,2771756
2019-03-18,426.750000,428.649994,422.200012,427.549988,412.836914,1598197
2019-03-19,429.899994,429.899994,425.399994,427.049988,412.354095,1463935
2019-03-20,427.200012,427.950012,423.549988,426.049988,411.388519,2261001
2019-03-22,426.500000,428.000000,424.100006,425.049988,410.422974,2909755
2019-03-25,420.549988,423.899994,416.200012,419.950012,405.498474,3136076
2019-03-26,422.000000,431.700012,420.299988,425.100006,410.471222,2340305
2019-03-27,425.200012,427.049988,409.450012,411.250000,397.097839,5120542
2019-03-28,410.000000,417.299988,407.450012,410.950012,396.808167,6247333
2019-04-01,410.049988,411.350006,399.100006,400.950012,387.152344,5907663
2019-04-02,402.100006,408.000000,399.600006,402.000000,388.166168,4074190
2019-04-03,406.899994,408.850006,402.149994,403.450012,389.566345,3689189
2019-04-04,405.600006,406.799988,403.250000,405.049988,391.111237,2366959
2019-04-05,405.500000,407.149994,399.649994,400.350006,386.572937,2956038
2019-04-08,401.049988,405.000000,400.399994,401.100006,387.297119,1381349
2019-04-09,402.000000,404.549988,400.000000,403.649994,389.759369,1468121
2019-04-10,406.750000,408.750000,401.250000,403.299988,389.421387,2861296
2019-04-11,403.500000,406.200012,399.299988,403.700012,389.807678,1319979
2019-04-12,404.600006,409.350006,403.000000,407.299988,393.283752,3346428
2019-04-15,409.000000,411.000000,404.850006,405.750000,391.787170,1289166
2019-04-16,406.649994,410.000000,406.350006,409.000000,394.925293,1586331
2019-04-18,409.899994,412.000000,403.549988,404.950012,391.014679,1435665
2019-04-22,405.700012,405.850006,401.500000,403.549988,389.662781,838599
2019-04-23,404.100006,406.700012,402.000000,403.049988,389.180023,1045407
2019-04-24,403.850006,404.299988,397.000000,398.649994,384.931427,1863429
2019-04-25,398.649994,401.700012,393.799988,395.100006,381.503632,1937889
2019-04-26,395.250000,400.600006,394.500000,397.950012,384.255554,1400795
2019-04-30,398.549988,403.100006,397.000000,398.100006,384.400330,2073958
2019-05-02,398.100006,399.700012,376.899994,382.149994,368.999237,13091778
2019-05-03,382.149994,385.899994,377.299988,380.200012,367.116394,5523649
2019-05-06,380.000000,380.950012,375.100006,377.750000,364.750610,1785915
2019-05-07,378.549988,384.350006,374.450012,375.500000,362.578094,3510917
2019-05-08,375.500000,375.750000,365.000000,367.250000,354.611969,5290060
2019-05-09,367.000000,368.500000,364.399994,367.299988,354.660248,1718130
2019-05-10,368.200012,371.450012,367.450012,369.799988,357.074219,3122309
2019-05-13,368.000000,372.250000,362.049988,363.149994,350.653076,2096407
2019-05-14,363.649994,370.750000,360.549988,368.600006,355.915527,2082247
2019-05-15,369.000000,370.850006,362.500000,363.549988,351.039307,1360428
2019-05-16,365.100006,365.100006,357.549988,361.049988,348.625366,1864739
2019-05-17,361.000000,377.299988,361.000000,370.049988,357.315643,6586973
2019-05-20,377.600006,384.549988,374.250000,382.399994,369.240692,4140456
2019-05-21,389.950012,389.950012,381.649994,382.950012,369.771759,2949046
2019-05-22,383.000000,386.950012,378.850006,385.649994,372.378784,1811235
2019-05-23,390.299988,393.649994,384.299988,385.450012,372.185699,2477785
2019-05-24,390.000000,405.950012,388.000000,399.049988,385.317688,5822005
2019-05-27,400.200012,408.399994,397.399994,400.100006,386.331604,3052919
2019-05-28,402.000000,405.899994,396.049988,398.100006,384.400330,3755326
2019-05-29,396.700012,400.750000,391.000000,399.000000,385.269409,1312259
2019-05-30,399.950012,402.000000,394.200012,396.350006,382.710571,1171056
2019-05-31,396.950012,403.200012,394.850006,395.950012,382.324371,3194649
2019-06-03,400.000000,409.500000,398.049988,408.799988,394.732147,3171471
2019-06-04,408.700012,410.299988,404.200012,405.549988,391.593994,1662840
2019-06-06,406.000000,408.700012,401.500000,402.950012,389.083435,1621809
2019-06-07,403.100006,408.299988,400.850006,404.149994,390.242188,1097730
2019-06-10,408.000000,414.350006,406.899994,409.299988,395.214966,2216371
2019-06-11,411.000000,413.950012,407.000000,409.750000,395.649445,1644164
2019-06-12,409.700012,410.450012,406.149994,409.000000,394.925293,930133
2019-06-13,410.850006,411.000000,406.200012,409.049988,394.973541,1347458
2019-06-14,408.000000,408.899994,400.000000,400.549988,386.766022,1247599
2019-06-17,398.350006,404.600006,398.350006,400.850006,387.055756,1561211
2019-06-18,398.000000,399.250000,382.299988,387.700012,374.358307,4943967
2019-06-19,387.000000,387.000000,379.100006,381.950012,368.806122,2457109
2019-06-20,380.000000,389.799988,376.850006,387.799988,374.454803,1635129
2019-06-21,388.000000,393.950012,385.899994,392.600006,379.089661,2511877
2019-06-24,392.600006,396.399994,388.049988,392.350006,378.848267,1284017
2019-06-25,389.600006,395.399994,388.200012,394.299988,380.731140,1284969
2019-06-26,394.000000,397.250000,392.600006,394.250000,380.682861,1161718
2019-06-27,396.600006,402.899994,395.049988,401.100006,387.297119,1810323
2019-06-28,403.000000,403.100006,394.299988,400.500000,386.717773,1385118
2019-07-01,400.799988,405.350006,399.299988,401.750000,387.924774,1475814
2019-07-02,403.000000,404.149994,397.799988,402.649994,388.793823,705067
2019-07-03,403.600006,410.000000,402.600006,407.649994,393.621735,2134582
2019-07-04,407.649994,407.649994,400.799988,402.950012,389.083435,1981032
2019-07-05,403.600006,411.500000,403.600006,407.299988,393.283752,3490386
2019-07-08,405.200012,408.950012,399.750000,401.350006,387.538574,1995705
2019-07-09,401.649994,407.250000,397.299988,406.250000,392.269897,1626488
2019-07-10,404.000000,410.899994,404.000000,409.750000,395.649445,1681840
2019-07-11,411.000000,411.799988,405.250000,409.250000,395.166718,1473109
2019-07-12,410.049988,413.000000,406.000000,407.700012,393.670044,1868831
2019-07-15,407.000000,411.700012,406.149994,410.700012,396.566772,1439581
2019-07-16,408.600006,426.950012,407.250000,425.000000,410.374664,3403659
2019-07-17,425.000000,433.250000,424.500000,431.149994,416.312988,3953381
2019-07-18,429.899994,435.250000,426.649994,428.899994,414.140472,3432159
2019-07-19,431.049988,435.399994,415.850006,420.200012,405.739868,12364368
2019-07-22,423.600006,428.899994,417.799988,421.399994,406.898529,3104361
2019-07-23,422.899994,427.450012,418.299988,423.750000,409.167633,2420287
2019-07-24,423.750000,423.750000,413.549988,420.950012,406.464050,2726560
2019-07-25,420.799988,426.350006,419.049988,422.850006,408.298706,2074309
2019-07-26,423.200012,429.500000,421.549988,428.149994,413.416321,1517097
2019-07-29,429.000000,433.850006,425.000000,427.899994,413.174866,1868355
2019-07-30,428.000000,429.250000,420.549988,422.950012,408.395264,1587114
2019-07-31,422.950012,429.600006,415.700012,426.450012,411.774841,1776047
2019-08-01,424.450012,428.000000,421.850006,425.399994,410.760925,1848165
2019-08-02,424.000000,428.950012,422.600006,426.500000,411.823029,2240395
2019-08-05,424.299988,432.000000,421.000000,429.600006,414.816406,1525725
2019-08-06,428.149994,439.000000,425.600006,433.500000,418.582153,2116448
2019-08-07,433.000000,438.000000,429.200012,430.649994,417.274109,1457292
2019-08-08,432.649994,437.899994,431.500000,435.399994,423.351166,1319364
2019-08-09,436.350006,440.850006,431.350006,439.049988,426.900146,2005066
2019-08-13,438.000000,438.500000,427.000000,429.250000,417.371368,1357430
2019-08-14,430.350006,433.850006,426.000000,431.750000,419.802185,1117663
2019-08-16,430.950012,431.600006,427.100006,428.049988,416.204559,1115520
2019-08-19,428.100006,436.000000,428.100006,432.100006,420.142517,1127677
2019-08-20,432.100006,433.250000,428.200012,431.750000,419.802185,1064051
2019-08-21,431.700012,431.700012,421.600006,427.049988,415.232208,1151788
2019-08-22,425.000000,431.850006,424.799988,427.500000,415.669800,1582956
2019-08-23,426.000000,429.649994,422.850006,424.399994,412.655548,1681100
2019-08-26,426.000000,437.000000,419.250000,435.850006,423.788696,1464917
2019-08-27,436.000000,446.899994,436.000000,440.149994,427.969696,3122216
2019-08-28,441.000000,442.149994,433.149994,434.799988,422.767761,1583233
2019-08-29,434.750000,445.000000,432.000000,442.850006,430.595032,1652654
2019-08-30,444.700012,450.350006,444.000000,448.799988,436.380310,3191823
2019-09-03,447.950012,452.299988,439.399994,443.049988,430.789459,2282758
2019-09-04,443.549988,446.799988,433.950012,442.200012,429.962982,2053458
2019-09-05,444.450012,445.649994,437.100006,438.950012,426.802887,887639
2019-09-06,440.450012,442.649994,437.149994,441.299988,429.087891,500428
2019-09-09,441.000000,447.200012,438.000000,444.250000,431.956238,1327946
2019-09-11,445.000000,450.000000,441.700012,449.100006,436.672028,3044215
2019-09-12,449.100006,451.700012,446.549988,450.200012,437.741608,1327793
2019-09-13,451.700012,454.649994,446.549988,452.200012,439.686249,2368150
2019-09-16,449.899994,457.299988,449.000000,454.750000,442.165710,2261361
2019-09-17,455.000000,456.850006,450.250000,451.700012,439.200104,1991114
2019-09-18,453.950012,462.000000,451.950012,460.000000,447.270355,2286519
2019-09-19,462.850006,462.850006,456.399994,458.549988,445.860535,1914739
2019-09-20,458.500000,469.200012,441.100006,445.700012,433.366150,5241569
2019-09-23,443.000000,451.750000,432.700012,440.799988,428.601715,3523419
2019-09-24,441.000000,453.549988,436.000000,451.899994,439.394531,3051265
2019-09-25,452.000000,453.299988,441.950012,445.549988,433.220306,1691954
2019-09-26,445.549988,449.799988,443.000000,447.200012,434.824615,1913386
2019-09-27,446.200012,448.899994,442.000000,447.100006,434.727417,1470958
2019-09-30,446.000000,449.250000,442.049988,447.250000,434.873230,1130716
2019-10-01,446.000000,451.500000,438.000000,439.649994,427.483582,1043636
2019-10-03,436.100006,438.950012,431.649994,433.649994,421.649536,1637904
2019-10-04,434.750000,436.049988,424.250000,425.700012,413.919586,2334293
2019-10-07,425.149994,433.950012,421.500000,432.549988,420.579987,1546043
2019-10-09,432.799988,445.750000,431.250000,443.799988,431.518677,1488325
2019-10-10,443.399994,443.450012,436.450012,439.399994,427.240479,571364
2019-10-11,441.399994,447.000000,440.000000,445.600006,433.268890,846266
2019-10-14,446.850006,456.850006,444.000000,455.000000,442.408752,2030424
2019-10-15,458.600006,459.049988,447.399994,450.000000,437.547150,2746832
2019-10-16,452.000000,458.000000,450.000000,456.100006,443.478302,927864
2019-10-17,455.950012,463.600006,454.399994,462.399994,449.604004,1122519
2019-10-18,462.500000,467.700012,461.000000,466.500000,453.590515,918558
2019-10-22,466.000000,480.000000,465.700012,472.600006,459.521759,1981127
2019-10-23,474.000000,478.100006,468.350006,471.750000,458.695251,1432436
2019-10-24,472.049988,479.000000,464.299988,469.799988,456.799225,1429210
2019-10-25,472.149994,472.799988,463.000000,465.549988,452.666779,649773
2019-10-27,468.649994,470.799988,467.000000,469.299988,456.313019,153353
2019-10-29,469.299988,469.899994,458.700012,465.850006,452.958527,1134661
2019-10-30,465.850006,467.799988,456.950012,460.350006,447.610718,1796647
2019-10-31,462.000000,465.000000,458.149994,461.950012,449.166443,1885493
2019-11-01,462.500000,471.950012,461.000000,463.850006,451.013855,1818491
2019-11-04,464.200012,467.950012,458.000000,460.399994,447.659332,1679706
2019-11-05,459.049988,483.399994,455.200012,481.350006,468.029602,8858287
2019-11-06,484.500000,487.700012,473.500000,476.549988,463.362396,3883468
2019-11-07,478.549988,480.799988,472.000000,477.700012,464.480560,1456741
2019-11-08,477.700012,484.299988,471.600006,473.649994,460.542633,1561299
2019-11-11,474.399994,480.600006,472.100006,477.450012,464.237549,1100336
2019-11-13,479.000000,480.649994,462.450012,463.899994,452.388977,1734670
2019-11-14,465.500000,468.750000,455.000000,462.549988,451.072479,1593020
2019-11-15,464.500000,466.600006,460.049988,461.700012,450.243591,594085
2019-11-18,461.700012,462.850006,452.200012,455.100006,443.807373,1318573
2019-11-19,455.899994,456.649994,448.600006,453.700012,442.442108,1811882
2019-11-20,458.000000,470.899994,455.500000,468.799988,457.167358,2389925
2019-11-21,470.000000,473.899994,462.399994,464.250000,452.730316,2168444
2019-11-22,464.100006,464.899994,457.049988,463.799988,452.291473,1117561
2019-11-25,463.700012,470.700012,463.649994,469.600006,457.947571,1229982
2019-11-26,470.299988,476.950012,459.000000,462.750000,451.267517,6724984
2019-11-27,465.100006,470.450012,462.850006,469.299988,457.654999,1173971
2019-11-28,467.000000,471.750000,464.299988,466.250000,454.680695,893025
2019-11-29,466.750000,466.899994,457.299988,459.100006,447.708130,3751777
2019-12-02,458.899994,459.100006,449.250000,453.750000,442.490845,3468701
2019-12-03,453.600006,454.799988,449.700012,451.049988,439.857880,2600811
2019-12-04,452.899994,458.750000,446.149994,457.799988,446.440369,3264668
2019-12-05,456.100006,466.850006,455.600006,466.100006,454.534393,2047971
2019-12-06,468.750000,471.850006,460.899994,463.799988,452.291473,1614204
2019-12-09,463.850006,468.500000,461.500000,465.350006,453.803009,1721369
2019-12-10,463.649994,464.899994,455.000000,456.899994,445.562683,1963909
2019-12-11,458.500000,459.149994,448.399994,451.399994,440.199158,2047964
2019-12-12,453.100006,460.350006,451.700012,457.700012,446.342834,974325
2019-12-13,460.000000,462.799988,457.649994,460.000000,448.585754,855397
2019-12-16,461.000000,462.000000,456.000000,459.500000,448.098175,903982
2019-12-17,459.000000,462.399994,456.399994,460.600006,449.170898,1011059
2019-12-18,458.500000,464.200012,457.200012,462.799988,451.316284,1178799
2019-12-19,463.600006,466.000000,458.500000,460.000000,448.585754,1348905
